device_id,ts,seq,rssi,reading,val
412222,1654553073,3402,-131,hum,75
412222,1654553973,3402,-131,temp,16.7
412222,1654553973,3402,-131,hum,75
412222,1654554873,3402,-131,temp,16.7
412222,1654554873,3402,-131,hum,75
412222,1654555773,3402,-131,temp,16.7
412222,1654555773,3402,-131,hum,75
412222,1654556673,3402,-131,temp,16.7
412222,1654556673,3402,-131,hum,75
412222,1654557573,3402,-131,temp,16.8
412222,1654557573,3402,-131,hum,75
412222,1654558473,3402,-131,temp,16.8
412222,1654558473,3402,-131,hum,75
412222,1654559373,3402,-131,temp,16.9
412222,1654559373,3402,-131,hum,75
412222,1654560273,3402,-131,temp,16.9
412222,1654560273,3402,-131,hum,75
412222,1654561173,3402,-131,temp,17.0
412222,1654561173,3402,-131,hum,75
412222,1654562073,3402,-131,temp,17.0
412222,1654562073,3402,-131,hum,75
412222,1654562973,3402,-131,temp,17.1
412222,1654562973,3402,-131,hum,75
412222,1654563873,3402,-131,temp,17.0
412222,1654563873,3402,-131,hum,75
412222,1654564769,3403,-132,temp,17.1
412222,1654564769,3403,-132,hum,75
412222,1654565669,3403,-132,temp,17.1
412222,1654565669,3403,-132,hum,75
412222,1654566569,3403,-132,temp,17.1
412222,1654566569,3403,-132,hum,75
412222,1654567469,3403,-132,temp,17.1
412222,1654567469,3403,-132,hum,75
412222,1654568369,3403,-132,temp,17.2
412222,1654568369,3403,-132,hum,75
412222,1654569269,3403,-132,temp,17.2
412222,1654569269,3403,-132,hum,75
412222,1654570169,3403,-132,temp,17.3
412222,1654570169,3403,-132,hum,75
412222,1654571069,3403,-132,temp,17.2
412222,1654571069,3403,-132,hum,75
412222,1654571969,3403,-132,temp,17.3
412222,1654571969,3403,-132,hum,74
412222,1654572869,3403,-132,temp,17.3
412222,1654572869,3403,-132,hum,74
412222,1654573769,3403,-132,temp,17.3
412222,1654573769,3403,-132,hum,74
412222,1654574669,3403,-132,temp,17.3
412222,1654574669,3403,-132,hum,74
412222,1654575569,3403,-132,temp,17.2
412222,1654575569,3403,-132,hum,74
412222,1654576475,3404,-126,temp,17.2
412222,1654576475,3404,-126,hum,74
412222,1654577375,3404,-126,temp,17.2
412222,1654577375,3404,-126,hum,73
412222,1654578275,3404,-126,temp,17.1
412222,1654578275,3404,-126,hum,74
412222,1654579175,3404,-126,temp,17.0
412222,1654579175,3404,-126,hum,75
412222,1654580075,3404,-126,temp,16.8
412222,1654580075,3404,-126,hum,76
412222,1654580975,3404,-126,temp,16.6
412222,1654580975,3404,-126,hum,76
412222,1654581875,3404,-126,temp,16.6
412222,1654581875,3404,-126,hum,77
412222,1654582775,3404,-126,temp,16.4
412222,1654582775,3404,-126,hum,78
412222,1654583675,3404,-126,temp,16.3
412222,1654583675,3404,-126,hum,78
412222,1654584575,3404,-126,temp,16.2
412222,1654584575,3404,-126,hum,79
412222,1654585475,3404,-126,temp,16.2
412222,1654585475,3404,-126,hum,80
412222,1654586375,3404,-126,temp,16.2
412222,1654586375,3404,-126,hum,80
412222,1654587275,3404,-126,temp,16.1
412222,1654587275,3404,-126,hum,80
C000037,1654072202,2104,-69,temp,19.5
C000037,1654072202,2104,-69,co2,1015
C000037,1654072202,2104,-69,hum,75.0
C000037,1654073102,2105,-67,temp,19.3
C000037,1654073102,2105,-67,co2,879
C000037,1654073102,2105,-67,hum,74.5
C000037,1654074001,2106,-79,temp,19.3
C000037,1654074001,2106,-79,co2,747
C000037,1654074001,2106,-79,hum,73.9
C000037,1654075802,2108,-72,temp,19.1
C000037,1654075802,2108,-72,co2,719
C000037,1654075802,2108,-72,hum,73.4
C000037,1654076703,2109,-69,temp,19.1
C000037,1654076703,2109,-69,co2,795
C000037,1654076703,2109,-69,hum,73.9
C000037,1654077602,2110,-81,temp,19.1
C000037,1654077602,2110,-81,co2,789
C000037,1654077602,2110,-81,hum,73.9
C000037,1654078502,2111,-74,temp,19.1
C000037,1654078502,2111,-74,co2,733
C000037,1654078502,2111,-74,hum,74.0
C000037,1654079403,2112,-71,temp,19.1
C000037,1654079403,2112,-71,co2,633
C000037,1654079403,2112,-71,hum,74.2
C000037,1654080302,2113,-74,temp,19.1
C000037,1654080302,2113,-74,co2,609
C000037,1654080302,2113,-74,hum,74.5
C000037,1654081202,2114,-69,temp,19.0
C000037,1654081202,2114,-69,co2,636
C000037,1654081202,2114,-69,hum,74.7
C000037,1654082103,2115,-72,temp,19.0
C000037,1654082103,2115,-72,co2,623
C000037,1654082103,2115,-72,hum,74.4
C000037,1654083002,2116,-71,temp,18.9
C000037,1654083002,2116,-71,co2,616
C000037,1654083002,2116,-71,hum,74.4
C000037,1654083902,2117,-72,temp,18.9
C000037,1654083902,2117,-72,co2,608
C000037,1654083902,2117,-72,hum,74.4
C000037,1654085702,2119,-68,temp,18.8
C000037,1654085702,2119,-68,co2,602
C000037,1654085702,2119,-68,hum,74.6
C000037,1654086602,2120,-67,temp,18.7
C000037,1654086602,2120,-67,co2,613
C000037,1654086602,2120,-67,hum,74.4
C000037,1654087502,2121,-73,temp,18.7
C000037,1654087502,2121,-73,co2,598
C000037,1654087502,2121,-73,hum,74.2
C000037,1654088402,2122,-74,temp,18.6
C000037,1654088402,2122,-74,co2,574
C000037,1654088402,2122,-74,hum,74.4
C000037,1654089302,2123,-71,temp,18.5
C000037,1654089302,2123,-71,co2,589
C000037,1654089302,2123,-71,hum,74.5
C000037,1654090203,2124,-74,temp,18.6
C000037,1654090203,2124,-74,co2,594
C000037,1654090203,2124,-74,hum,74.2
C000037,1654091102,2125,-71,temp,18.5
C000037,1654091102,2125,-71,co2,591
C000037,1654091102,2125,-71,hum,74.1
C000037,1654092002,2126,-77,temp,18.6
C000037,1654092002,2126,-77,co2,599
C000037,1654092002,2126,-77,hum,74.0
C000037,1654092902,2127,-73,temp,18.5
C000037,1654092902,2127,-73,co2,608
C000037,1654092902,2127,-73,hum,74.2
C000037,1654093802,2128,-69,temp,18.4
C000037,1654093802,2128,-69,co2,606
C000037,1654093802,2128,-69,hum,74.3
C000037,1654094702,2129,-73,temp,18.3
C000037,1654094702,2129,-73,co2,621
C000037,1654094702,2129,-73,hum,74.8
C000037,1654095603,2130,-74,temp,18.4
C000037,1654095603,2130,-74,co2,619
C000037,1654095603,2130,-74,hum,74.4
C000037,1654096501,2131,-70,temp,18.2
C000037,1654096501,2131,-70,co2,631
C000037,1654096501,2131,-70,hum,75.1
C000037,1654097402,2132,-72,temp,18.3
C000037,1654097402,2132,-72,co2,623
C000037,1654097402,2132,-72,hum,74.6
C000037,1654098303,2133,-69,temp,18.3
C000037,1654098303,2133,-69,co2,618
C000037,1654098303,2133,-69,hum,74.7
C000037,1654099202,2134,-72,temp,18.3
C000037,1654099202,2134,-72,co2,605
C000037,1654099202,2134,-72,hum,74.7
C000037,1654100102,2135,-70,temp,18.2
C000037,1654100102,2135,-70,co2,591
C000037,1654100102,2135,-70,hum,74.8
C000037,1654101003,2136,-74,temp,18.2
C000037,1654101003,2136,-74,co2,584
C000037,1654101003,2136,-74,hum,74.8
C000037,1654101902,2137,-70,temp,18.2
C000037,1654101902,2137,-70,co2,572
C000037,1654101902,2137,-70,hum,74.6
C000037,1654102802,2138,-68,temp,18.2
C000037,1654102802,2138,-68,co2,571
C000037,1654102802,2138,-68,hum,74.7
C000037,1654103703,2139,-73,temp,18.2
C000037,1654103703,2139,-73,co2,573
C000037,1654103703,2139,-73,hum,74.6
C000037,1654104602,2140,-73,temp,18.1
C000037,1654104602,2140,-73,co2,557
C000037,1654104602,2140,-73,hum,74.9
C000037,1654105502,2141,-72,temp,18.0
C000037,1654105502,2141,-72,co2,568
C000037,1654105502,2141,-72,hum,75.3
C000037,1654106402,2142,-73,temp,18.1
C000037,1654106402,2142,-73,co2,560
C000037,1654106402,2142,-73,hum,75.0
C000037,1654108204,2144,-70,temp,18.1
